@relation relationship

@attribute Att1 numeric
@attribute Att2 numeric
@attribute Att3 numeric
@attribute Att4 numeric
@attribute Att5 numeric
@attribute Att6 numeric
@attribute Att7 numeric
@attribute Att8 numeric
@attribute Att9 numeric
@attribute Att10 numeric
@attribute Att11 numeric
@attribute Att12 numeric
@attribute Att13 numeric
@attribute Att14 numeric
@attribute Att15 numeric
@attribute Att16 numeric
@attribute Att17 numeric
@attribute Att18 numeric
@attribute Att19 numeric
@attribute Att20 numeric
@attribute Att21 numeric
@attribute Att22 numeric
@attribute Att23 numeric
@attribute Att24 numeric
@attribute Att25 numeric
@attribute Att26 numeric
@attribute Att27 numeric
@attribute Att28 numeric
@attribute Att29 numeric
@attribute Att30 numeric
@attribute Label1 {0,1}
@attribute Label2 {0,1}
@attribute Label3 {0,1}
@attribute Label4 {0,1}
@attribute Label5 {0,1}

@data
0.090909,0.060606,0.060606,0.000000,0.030303,0.121212,0.000000,0.060606,0.151515,0.151515,0.000000,0.030303,0.000000,0.000000,0.000000,0.090909,0.090909,0.030303,0.030303,0.000000,0.049921,0.039239,0.062471,0.613891,0.011233,0.015763,0.056408,0.114324,0.017465,0.306453,1,0,0,0,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.076923,0.076923,0.461538,0.000000,0.076923,0.076923,0.000000,0.000000,0.076923,0.000000,0.076923,0.000000,0.000000,0.267379,1.013094,0.090590,0.164371,0.248248,0.843450,0.020935,0.176208,0.053815,0.619391,1,0,0,0,0
0.000000,0.000000,0.000000,0.000000,0.230769,0.076923,0.000000,0.076923,0.076923,0.153846,0.000000,0.000000,0.000000,0.076923,0.076923,0.076923,0.000000,0.076923,0.076923,0.000000,0.043289,0.191665,0.007053,0.643409,0.059578,0.353448,0.126105,0.156270,0.095805,0.367249,1,1,1,0,0
0.000000,0.095238,0.000000,0.000000,0.000000,0.095238,0.000000,0.095238,0.142857,0.000000,0.047619,0.047619,0.095238,0.047619,0.142857,0.047619,0.047619,0.047619,0.000000,0.047619,0.009367,0.032705,0.027550,0.155704,0.018918,0.112677,0.016107,0.426908,0.051902,0.207306,1,0,1,0,0
0.076923,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.076923,0.076923,0.307692,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.076923,0.076923,0.000000,0.000000,0.227794,1.388386,0.003473,0.543933,0.323921,0.754877,0.005185,0.005816,0.123262,0.318950,1,0,0,0,0
0.076923,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.076923,0.076923,0.384615,0.076923,0.000000,0.076923,0.000000,0.000000,0.076923,0.000000,0.076923,0.000000,0.000000,0.274459,1.062791,0.089927,0.234116,0.344929,1.203985,0.019916,0.022762,0.002164,0.467691,1,0,0,0,0
0.071429,0.000000,0.000000,0.000000,0.071429,0.071429,0.000000,0.142857,0.142857,0.214286,0.071429,0.142857,0.000000,0.000000,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.152191,0.224438,0.151850,1.270233,0.174389,0.089951,0.089366,0.001030,0.049926,0.366483,1,0,0,0,0
0.000000,0.000000,0.000000,0.000000,0.071429,0.071429,0.071429,0.214286,0.071429,0.357143,0.000000,0.071429,0.071429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.175703,1.460050,0.054362,0.102445,0.250684,0.685135,0.032290,0.208909,0.044477,0.235549,1,0,0,0,0
0.096774,0.064516,0.064516,0.032258,0.032258,0.161290,0.000000,0.032258,0.193548,0.193548,0.000000,0.000000,0.032258,0.000000,0.000000,0.000000,0.064516,0.032258,0.000000,0.000000,0.004594,0.032299,0.110747,0.776154,0.222216,0.018231,0.019036,0.031806,0.007990,0.417740,1,0,0,0,0
0.031250,0.062500,0.062500,0.000000,0.062500,0.125000,0.031250,0.125000,0.125000,0.093750,0.031250,0.031250,0.093750,0.000000,0.000000,0.031250,0.093750,0.000000,0.000000,0.000000,0.092108,0.227330,0.009598,0.051909,0.165912,0.323985,0.013544,0.047064,0.069845,0.023451,1,0,0,0,0
0.111111,0.000000,0.000000,0.055556,0.027778,0.194444,0.000000,0.027778,0.250000,0.138889,0.000000,0.000000,0.027778,0.000000,0.027778,0.027778,0.000000,0.111111,0.000000,0.000000,0.025463,0.090923,0.000918,0.443266,0.017840,0.067033,0.037300,0.498032,0.025629,0.264743,1,0,0,0,0
0.129032,0.000000,0.000000,0.064516,0.000000,0.096774,0.000000,0.129032,0.161290,0.064516,0.000000,0.032258,0.032258,0.032258,0.064516,0.129032,0.032258,0.000000,0.032258,0.000000,0.019843,0.060693,0.008707,0.370947,0.049596,0.299094,0.018364,0.332400,0.057779,0.125584,1,0,0,0,0
0.076923,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.153846,0.076923,0.307692,0.000000,0.000000,0.076923,0.000000,0.076923,0.000000,0.076923,0.076923,0.000000,0.000000,0.187850,1.375651,0.072118,0.111032,0.277926,0.735891,0.011854,0.206069,0.204544,0.244325,1,0,0,0,0
0.000000,0.171429,0.028571,0.028571,0.000000,0.085714,0.028571,0.000000,0.057143,0.114286,0.057143,0.028571,0.000000,0.000000,0.228571,0.000000,0.085714,0.028571,0.000000,0.057143,0.003066,0.239522,0.000419,0.338079,0.002217,0.092163,0.003806,0.413802,0.032056,0.128373,1,0,0,0,0
0.095238,0.000000,0.035714,0.119048,0.059524,0.154762,0.071429,0.047619,0.095238,0.083333,0.000000,0.035714,0.000000,0.107143,0.047619,0.035714,0.000000,0.000000,0.000000,0.011905,0.025364,0.850903,0.027289,0.624984,0.033792,0.074068,0.038021,0.168365,0.042308,1.254155,1,1,0,0,0
0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.000000,0.000000,0.333333,0.000000,0.356389,0.628897,0.325350,0.383328,0.428045,1.852066,0.836947,4.271487,0.338228,0.069027,1,0,1,0,0
0.086957,0.000000,0.000000,0.043478,0.130435,0.173913,0.043478,0.086957,0.173913,0.043478,0.043478,0.043478,0.000000,0.000000,0.000000,0.086957,0.000000,0.043478,0.000000,0.000000,0.031125,0.008939,0.004882,0.525663,0.014458,0.272690,0.036412,0.322858,0.018594,0.229262,1,1,1,1,1
0.083333,0.041667,0.000000,0.020833,0.041667,0.166667,0.000000,0.041667,0.041667,0.000000,0.000000,0.083333,0.020833,0.041667,0.062500,0.145833,0.041667,0.104167,0.020833,0.041667,0.009542,0.455631,0.023227,0.146625,0.039401,0.116615,0.046580,0.391203,0.018226,0.309712,1,0,0,0,0
0.076923,0.000000,0.000000,0.000000,0.000000,0.115385,0.000000,0.115385,0.115385,0.153846,0.000000,0.000000,0.038462,0.076923,0.076923,0.038462,0.076923,0.076923,0.038462,0.000000,0.018581,0.067554,0.060819,0.745825,0.037492,0.117152,0.113509,0.164337,0.102628,1.184607,1,1,1,1,1
0.000000,0.187500,0.062500,0.062500,0.031250,0.062500,0.000000,0.062500,0.125000,0.031250,0.031250,0.031250,0.062500,0.000000,0.031250,0.093750,0.000000,0.031250,0.031250,0.062500,0.046731,0.222092,0.114296,1.166425,0.091803,1.210642,0.027196,0.170149,0.028962,0.210813,1,0,0,0,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.076923,0.076923,0.000000,0.000000,0.230769,0.000000,0.153846,0.000000,0.000000,0.000000,0.384615,0.000000,0.043718,1.508310,0.056583,0.336598,0.138396,0.712252,0.638969,0.024564,0.087707,0.574524,1,0,1,1,1
0.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.153846,0.000000,0.307692,0.000000,0.000000,0.076923,0.230769,0.000000,0.011439,0.854102,0.005941,0.424560,0.000317,0.006453,0.002151,0.624837,0.028232,1.123572,1,0,1,0,0
0.000000,0.160000,0.000000,0.000000,0.000000,0.080000,0.000000,0.080000,0.080000,0.000000,0.000000,0.040000,0.040000,0.040000,0.240000,0.040000,0.040000,0.040000,0.000000,0.120000,0.024225,0.074875,0.035126,0.182020,0.037696,0.188838,0.017041,0.337745,0.079452,0.002926,1,0,1,0,0
0.000000,0.136364,0.000000,0.000000,0.045455,0.113636,0.000000,0.022727,0.000000,0.068182,0.000000,0.022727,0.068182,0.068182,0.136364,0.090909,0.068182,0.045455,0.000000,0.113636,0.039214,0.254591,0.011604,0.098175,0.009479,0.264259,0.014967,0.085307,0.020939,0.254012,1,0,1,0,0
0.068966,0.000000,0.000000,0.000000,0.000000,0.172414,0.034483,0.137931,0.103448,0.103448,0.000000,0.000000,0.034483,0.000000,0.206897,0.000000,0.034483,0.068966,0.000000,0.034483,0.026064,0.067570,0.025260,0.196897,0.036483,0.128052,0.044975,0.953099,0.049992,0.182502,1,0,1,0,0
0.000000,0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.222222,0.000000,0.000000,0.032800,0.101378,0.043873,0.862917,0.027860,1.013250,0.005079,0.343715,0.066685,0.189521,1,0,0,0,0
0.235294,0.000000,0.029412,0.000000,0.000000,0.117647,0.029412,0.029412,0.117647,0.147059,0.058824,0.000000,0.000000,0.058824,0.000000,0.029412,0.117647,0.000000,0.029412,0.000000,0.109565,0.153968,0.026023,0.520785,0.049821,0.209676,0.000351,0.001058,0.035531,0.290675,1,0,1,1,1
0.142857,0.000000,0.071429,0.000000,0.000000,0.071429,0.000000,0.035714,0.142857,0.107143,0.035714,0.107143,0.000000,0.035714,0.000000,0.000000,0.071429,0.142857,0.035714,0.000000,0.100658,0.208104,0.037874,0.457817,0.087350,0.079809,0.017859,0.295704,0.018005,0.264903,1,0,0,0,0
0.052632,0.000000,0.000000,0.000000,0.052632,0.210526,0.000000,0.105263,0.052632,0.052632,0.105263,0.000000,0.000000,0.105263,0.000000,0.157895,0.052632,0.000000,0.052632,0.000000,0.230033,0.046968,0.018619,0.589199,0.096244,0.083316,0.134715,0.040768,0.021542,0.285404,1,0,0,0,0
0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.062500,0.000000,0.062500,0.062500,0.000000,0.187500,0.312500,0.000000,0.125000,0.000000,0.062500,0.062500,0.000000,0.000000,0.121899,0.204081,0.015796,0.343139,0.005404,0.353340,0.079927,1.424590,0.016563,0.192186,1,0,0,0,0
0.000000,0.000000,0.050000,0.000000,0.000000,0.050000,0.000000,0.050000,0.050000,0.050000,0.000000,0.100000,0.250000,0.000000,0.150000,0.050000,0.050000,0.050000,0.000000,0.100000,0.008999,0.116206,0.014793,0.236265,0.002766,0.243243,0.262971,0.147169,0.086261,0.284868,1,0,0,0,0
0.000000,0.000000,0.038462,0.000000,0.076923,0.076923,0.076923,0.076923,0.000000,0.000000,0.000000,0.076923,0.269231,0.076923,0.115385,0.038462,0.038462,0.000000,0.000000,0.038462,0.207425,0.329227,0.036134,0.303789,0.073330,0.252849,0.006926,0.324115,0.029162,0.117596,1,0,1,0,0
0.000000,0.000000,0.052632,0.078947,0.026316,0.105263,0.263158,0.000000,0.078947,0.026316,0.000000,0.052632,0.000000,0.000000,0.131579,0.078947,0.000000,0.000000,0.000000,0.105263,0.046071,0.761576,0.036750,0.789116,0.000133,0.587910,0.007825,0.410958,0.017431,0.173067,1,0,1,0,0
0.000000,0.181818,0.000000,0.030303,0.060606,0.090909,0.000000,0.030303,0.000000,0.090909,0.000000,0.030303,0.000000,0.000000,0.151515,0.060606,0.090909,0.151515,0.000000,0.030303,0.006184,0.123831,0.036170,0.163365,0.059333,0.697377,0.022788,0.174824,0.019135,0.147739,1,0,1,1,1
0.000000,0.121212,0.000000,0.121212,0.000000,0.121212,0.030303,0.000000,0.000000,0.030303,0.030303,0.000000,0.030303,0.090909,0.333333,0.030303,0.030303,0.000000,0.030303,0.000000,0.033075,0.707560,0.010547,0.196934,0.009516,0.075910,0.066890,0.063984,0.046578,0.081440,1,0,1,0,0
0.000000,0.176471,0.029412,0.029412,0.058824,0.088235,0.000000,0.058824,0.058824,0.058824,0.000000,0.000000,0.058824,0.029412,0.235294,0.029412,0.000000,0.058824,0.000000,0.029412,0.075034,0.199066,0.044844,0.407251,0.093248,0.057271,0.012845,0.410284,0.029662,0.069959,1,0,0,0,0
0.000000,0.222222,0.000000,0.055556,0.000000,0.055556,0.000000,0.000000,0.055556,0.055556,0.000000,0.000000,0.000000,0.055556,0.277778,0.000000,0.055556,0.055556,0.000000,0.111111,0.236883,0.102841,0.088742,0.828873,0.155282,0.650712,0.011297,0.455624,0.085963,0.499604,1,1,1,0,0
0.000000,0.320000,0.040000,0.000000,0.080000,0.080000,0.080000,0.080000,0.080000,0.000000,0.040000,0.000000,0.040000,0.000000,0.040000,0.040000,0.080000,0.000000,0.000000,0.000000,0.019111,0.064846,0.024704,0.466323,0.004643,0.691742,0.020019,0.087168,0.043302,0.150527,1,0,1,0,0
0.000000,0.222222,0.000000,0.000000,0.055556,0.166667,0.000000,0.000000,0.000000,0.055556,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.111111,0.000000,0.055556,0.113506,0.307955,0.019704,0.169462,0.025470,0.360224,0.016157,0.326996,0.012913,0.064895,1,0,1,1,1
0.047619,0.142857,0.071429,0.047619,0.000000,0.095238,0.023810,0.023810,0.190476,0.023810,0.047619,0.047619,0.047619,0.000000,0.023810,0.000000,0.000000,0.095238,0.047619,0.023810,0.011804,0.048483,0.040561,0.141927,0.094433,0.040438,0.045124,0.331281,0.065031,0.200433,1,0,0,0,0
0.045455,0.159091,0.000000,0.113636,0.000000,0.045455,0.022727,0.045455,0.090909,0.090909,0.000000,0.113636,0.022727,0.045455,0.068182,0.000000,0.000000,0.068182,0.022727,0.045455,0.014387,0.020342,0.005676,0.179038,0.050396,0.183929,0.074844,0.800557,0.052252,0.107271,1,0,0,0,0
0.000000,0.093750,0.031250,0.000000,0.093750,0.078125,0.031250,0.046875,0.015625,0.156250,0.031250,0.000000,0.062500,0.031250,0.093750,0.109375,0.000000,0.093750,0.015625,0.015625,0.086813,0.671867,0.050652,0.536445,0.026798,0.123161,0.000102,0.009716,0.010335,0.130663,1,0,0,0,0
0.285714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142857,0.214286,0.285714,0.000000,0.071429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.482194,0.395636,0.016428,0.485988,0.006953,0.023161,0.170928,1.034027,0.023676,0.577662,1,0,0,0,0
0.058824,0.147059,0.000000,0.000000,0.000000,0.088235,0.029412,0.088235,0.088235,0.058824,0.058824,0.058824,0.029412,0.000000,0.000000,0.117647,0.147059,0.029412,0.000000,0.000000,0.003627,0.321444,0.032290,0.139201,0.025874,0.309675,0.076976,0.142634,0.022307,0.811428,1,0,0,0,0
0.117647,0.088235,0.000000,0.000000,0.029412,0.088235,0.000000,0.029412,0.176471,0.058824,0.000000,0.029412,0.029412,0.058824,0.058824,0.058824,0.117647,0.058824,0.000000,0.000000,0.021214,0.147681,0.060489,0.225720,0.025223,0.073016,0.057889,0.116876,0.053390,0.916588,1,0,0,0,0
0.093750,0.000000,0.062500,0.031250,0.000000,0.031250,0.000000,0.062500,0.125000,0.062500,0.000000,0.031250,0.031250,0.156250,0.093750,0.000000,0.062500,0.031250,0.031250,0.093750,0.008586,0.087696,0.076277,0.135092,0.010015,0.171532,0.064149,0.006064,0.007089,0.073099,1,0,0,0,0
0.083333,0.000000,0.000000,0.000000,0.000000,0.166667,0.000000,0.041667,0.125000,0.208333,0.000000,0.083333,0.000000,0.041667,0.000000,0.041667,0.041667,0.125000,0.000000,0.041667,0.064195,0.018882,0.004169,0.458952,0.032656,0.079105,0.023798,0.196559,0.000561,0.500879,1,0,1,0,0
0.000000,0.222222,0.000000,0.000000,0.111111,0.055556,0.000000,0.000000,0.055556,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.055556,0.055556,0.111111,0.128308,0.550780,0.196418,0.062217,0.021191,0.224301,0.112047,0.145937,0.095551,1.092526,1,0,0,1,1
0.058824,0.176471,0.000000,0.029412,0.058824,0.088235,0.000000,0.029412,0.000000,0.000000,0.000000,0.058824,0.029412,0.000000,0.264706,0.088235,0.000000,0.058824,0.000000,0.058824,0.056712,0.027891,0.007426,0.202821,0.124402,1.080252,0.035163,0.252324,0.002097,0.010341,1,0,1,0,1
0.029412,0.176471,0.029412,0.029412,0.000000,0.029412,0.029412,0.029412,0.058824,0.176471,0.000000,0.000000,0.000000,0.088235,0.117647,0.058824,0.029412,0.058824,0.000000,0.058824,0.059693,0.070123,0.010050,0.342003,0.024614,0.347254,0.019064,0.060622,0.083210,0.161008,1,0,0,0,0
0.175000,0.000000,0.050000,0.025000,0.025000,0.100000,0.025000,0.100000,0.050000,0.025000,0.000000,0.025000,0.000000,0.100000,0.100000,0.000000,0.100000,0.075000,0.025000,0.000000,0.037901,0.131241,0.045022,0.040244,0.040400,0.156481,0.033709,0.204796,0.076981,0.109550,1,0,0,0,0
0.085106,0.000000,0.063830,0.042553,0.042553,0.042553,0.042553,0.021277,0.106383,0.127660,0.000000,0.063830,0.042553,0.000000,0.106383,0.127660,0.021277,0.021277,0.021277,0.021277,0.012246,0.195869,0.030356,0.124032,0.003049,0.158105,0.018304,0.211251,0.028432,0.026694,1,0,1,0,0
0.042553,0.170213,0.042553,0.021277,0.000000,0.042553,0.000000,0.085106,0.106383,0.021277,0.000000,0.063830,0.063830,0.000000,0.085106,0.085106,0.085106,0.021277,0.021277,0.042553,0.087497,0.357660,0.006834,0.300357,0.002236,0.330092,0.049943,0.555896,0.026644,0.140620,1,1,0,0,0
0.080000,0.000000,0.000000,0.040000,0.000000,0.160000,0.000000,0.120000,0.200000,0.120000,0.000000,0.000000,0.040000,0.080000,0.000000,0.040000,0.040000,0.040000,0.040000,0.000000,0.035009,0.091173,0.044465,0.630696,0.058427,0.102211,0.040418,0.085758,0.011195,0.431060,1,0,0,0,0
0.080000,0.000000,0.000000,0.040000,0.000000,0.080000,0.120000,0.040000,0.040000,0.200000,0.000000,0.000000,0.080000,0.000000,0.000000,0.080000,0.000000,0.240000,0.000000,0.000000,0.043515,0.144431,0.136327,0.613288,0.044080,0.147295,0.013065,0.028669,0.040488,0.813747,1,1,0,1,1
0.130435,0.000000,0.043478,0.043478,0.000000,0.173913,0.000000,0.130435,0.130435,0.086957,0.000000,0.000000,0.000000,0.043478,0.000000,0.130435,0.000000,0.043478,0.043478,0.000000,0.040724,0.053958,0.013842,0.455996,0.000407,0.001195,0.023022,0.066121,0.045074,0.272236,1,0,0,1,1
0.260870,0.000000,0.000000,0.043478,0.086957,0.086957,0.086957,0.043478,0.043478,0.086957,0.000000,0.086957,0.043478,0.043478,0.000000,0.000000,0.000000,0.086957,0.000000,0.000000,0.067752,0.021125,0.179429,1.419155,0.011692,0.164605,0.010985,0.179174,0.023483,0.645795,1,1,0,0,0
0.111111,0.000000,0.055556,0.000000,0.111111,0.111111,0.000000,0.055556,0.111111,0.055556,0.000000,0.055556,0.000000,0.000000,0.000000,0.000000,0.111111,0.222222,0.000000,0.000000,0.050987,0.063792,0.074324,0.851731,0.034953,0.050658,0.035571,0.083120,0.092476,0.068721,1,1,0,0,0
0.076923,0.000000,0.000000,0.115385,0.000000,0.115385,0.000000,0.115385,0.115385,0.192308,0.000000,0.000000,0.000000,0.076923,0.000000,0.115385,0.038462,0.038462,0.000000,0.000000,0.073155,0.012855,0.022727,0.271997,0.066884,0.123884,0.002208,0.157061,0.094417,0.039265,1,1,0,0,0
0.025000,0.150000,0.000000,0.025000,0.075000,0.100000,0.000000,0.025000,0.100000,0.125000,0.000000,0.025000,0.025000,0.025000,0.100000,0.075000,0.075000,0.050000,0.000000,0.000000,0.022301,0.043334,0.000419,0.011596,0.027227,0.121853,0.137222,1.134864,0.047484,0.058108,1,0,0,0,0
0.000000,0.162162,0.054054,0.000000,0.027027,0.081081,0.027027,0.000000,0.135135,0.081081,0.000000,0.054054,0.081081,0.081081,0.027027,0.108108,0.054054,0.000000,0.000000,0.027027,0.002464,0.250927,0.063566,0.004373,0.060835,0.091899,0.050555,0.147511,0.026742,0.192189,1,0,1,0,0
0.029412,0.176471,0.029412,0.000000,0.058824,0.117647,0.000000,0.058824,0.000000,0.029412,0.000000,0.029412,0.029412,0.029412,0.235294,0.058824,0.029412,0.029412,0.000000,0.058824,0.023965,0.078115,0.008499,0.167850,0.009899,0.346960,0.035881,0.595885,0.025411,0.021498,1,0,0,0,0
0.000000,0.193548,0.000000,0.032258,0.032258,0.096774,0.000000,0.096774,0.064516,0.064516,0.000000,0.064516,0.064516,0.000000,0.032258,0.096774,0.032258,0.096774,0.000000,0.032258,0.062521,0.182124,0.028285,0.169057,0.069018,1.333754,0.030377,0.147685,0.049617,0.836055,1,0,1,1,1
0.000000,0.000000,0.000000,0.000000,0.217391,0.130435,0.173913,0.086957,0.043478,0.043478,0.000000,0.043478,0.000000,0.043478,0.000000,0.043478,0.000000,0.173913,0.000000,0.000000,0.089329,0.311261,0.137484,1.043768,0.011564,0.249743,0.003959,0.152208,0.021949,0.069915,1,0,0,0,0
0.022222,0.133333,0.000000,0.044444,0.000000,0.111111,0.000000,0.066667,0.133333,0.066667,0.000000,0.022222,0.022222,0.044444,0.155556,0.044444,0.044444,0.044444,0.000000,0.044444,0.035417,0.053136,0.067259,0.140176,0.002318,0.115695,0.092114,0.106729,0.004965,0.130614,1,0,1,1,1
